date,achieve_incident_resolved
7:16:38,0.9562
7:16:48,0.9562
7:16:58,0.9563
7:17:08,0.9564
7:17:18,0.9567
7:17:28,0.9568
7:17:38,0.9568
7:17:48,0.9569
7:17:58,0.957
7:18:08,0.9571
7:18:18,0.9572
7:18:28,0.9572
7:18:38,0.9573
7:18:48,0.9574
7:18:58,0.9574
7:19:08,0.9575
7:19:18,0.9576
7:19:28,0.9576
7:19:38,0.9577
7:19:48,0.9577
7:19:58,0.9579
7:20:08,0.9579
7:20:18,0.958
7:20:28,0.9581
7:20:38,0.9581
7:20:48,0.9582
7:20:58,0.9583
7:21:08,0.9583
7:21:18,0.9584
7:21:28,0.9585
7:21:38,0.9585
7:21:48,0.9586
7:21:58,0.9586
7:22:08,0.9586
7:22:18,0.9589
7:22:28,0.9589
7:22:38,0.959
7:22:48,0.9591
7:22:58,0.9591
7:23:08,0.9592
7:23:18,0.9592
7:23:28,0.9593
7:23:38,0.9593
7:23:48,0.9594
7:23:58,0.9594
7:24:08,0.9595
7:24:18,0.9597
7:24:28,0.9598
7:24:38,0.9598
7:24:48,0.9599
7:24:58,0.9599
7:25:08,0.96
7:25:18,0.9601
7:25:28,0.9602
7:25:38,0.9603
7:25:48,0.9603
7:25:58,0.9604
7:26:08,0.9605
7:26:18,0.9605
7:26:28,0.9606
7:26:38,0.9607
7:26:48,0.9607
7:26:58,0.9607
7:27:08,0.9608
7:27:18,0.9609
7:27:28,0.9609
7:27:38,0.961
7:27:48,0.961
7:27:58,0.9611
7:28:08,0.9611
7:28:18,0.9613
7:28:28,0.9613
7:28:38,0.9614
7:28:48,0.9615
7:28:58,0.9615
7:29:08,0.9616
7:29:18,0.9616
7:29:28,0.9617
7:29:38,0.9617
7:29:48,0.9617
7:29:58,0.9618
7:30:08,0.9618
7:30:18,0.9619
7:30:28,0.9619
7:30:38,0.962
7:30:48,0.962
7:30:58,0.9621
7:31:08,0.9621
7:31:18,0.9622
7:31:28,0.9623
7:31:38,0.9624
7:31:48,0.9624
7:31:58,0.9625
7:32:08,0.9625
7:32:18,0.9627
7:32:28,0.9628
7:32:38,0.9629
7:32:48,0.9629
7:32:58,0.963
7:33:08,0.963
7:33:18,0.9631
7:33:28,0.9631
7:33:38,0.9632
7:33:48,0.9633
7:33:58,0.9633
7:34:08,0.9634
7:34:18,0.9634
7:34:28,0.9635
7:34:38,0.9635
7:34:48,0.9636
7:34:58,0.9636
7:35:08,0.9637
7:35:18,0.9638
7:35:28,0.9638
7:35:38,0.9639
7:35:48,0.9639
7:35:58,0.964
7:36:08,0.964
7:36:18,0.9641
7:36:28,0.9641
7:36:38,0.9642
7:36:48,0.9642
7:36:58,0.9643
7:37:08,0.9643
7:37:18,0.9644
7:37:28,0.9645
7:37:38,0.9645
7:37:48,0.9646
7:37:58,0.9646
7:38:08,0.9647
7:38:18,0.9647
7:38:28,0.9648
7:38:38,0.9648
7:38:48,0.9649
7:38:58,0.9649
7:39:08,0.965
7:39:18,0.965
7:39:28,0.9651
7:39:38,0.9651
7:39:48,0.9651
7:39:58,0.9652
7:40:08,0.9652
7:40:18,0.9653
7:40:28,0.9653
7:40:38,0.9654
7:40:48,0.9654
7:40:58,0.9654
7:41:08,0.9655
7:41:18,0.9655
7:41:28,0.9655
7:41:38,0.9656
7:41:48,0.9656
7:41:58,0.9657
7:42:08,0.9657
7:42:18,0.9657
7:42:28,0.966
7:42:38,0.966
7:42:48,0.9661
7:42:58,0.9661
7:43:08,0.9662
7:43:18,0.9662
7:43:28,0.9663
7:43:38,0.9663
7:43:48,0.9663
7:43:58,0.9664
7:44:08,0.9664
7:44:18,0.9665
7:44:28,0.9665
7:44:38,0.9666
7:44:48,0.9666
7:44:58,0.9667
7:45:08,0.9667
7:45:18,0.9668
7:45:28,0.9668
7:45:38,0.9669
7:45:48,0.9669
7:45:58,0.9669
7:46:08,0.967
7:46:18,0.967
7:46:28,0.9671
7:46:38,0.9671
7:46:48,0.9672
7:46:58,0.9672
7:47:08,0.9673
7:47:18,0.9673
7:47:28,0.9674
7:47:38,0.9674
7:47:48,0.9674
7:47:58,0.9675
7:48:08,0.9675
7:48:18,0.9676
7:48:28,0.9676
7:48:38,0.9677
7:48:48,0.9677
7:48:58,0.9677
7:49:08,0.9678
7:49:18,0.9678
7:49:28,0.9679
7:49:38,0.9679
7:49:48,0.968
7:49:58,0.968
7:50:08,0.968
7:50:18,0.9681
7:50:28,0.9681
7:50:38,0.9681
7:50:48,0.9682
7:50:58,0.9682
7:51:08,0.9682
7:51:18,0.9683
7:51:28,0.9683
7:51:38,0.9683
7:51:48,0.9683
7:51:58,0.9684
7:52:08,0.9684
7:52:18,0.9685
7:52:28,0.9685
7:52:38,0.9685
7:52:48,0.9686
7:52:58,0.9686
7:53:08,0.9686
7:53:18,0.9686
7:53:28,0.9688
7:53:38,0.9688
7:53:48,0.9688
7:53:58,0.9688
7:54:08,0.9689
7:54:18,0.969
7:54:28,0.969
7:54:38,0.9691
7:54:48,0.9691
7:54:58,0.9691
7:55:08,0.9692
7:55:18,0.9693
7:55:28,0.9694
7:55:38,0.9694
7:55:48,0.9694
7:55:58,0.9695
7:56:08,0.9695
7:56:18,0.9695
7:56:28,0.9696
7:56:38,0.9696
7:56:48,0.9697
7:56:58,0.9697
7:57:08,0.9697
7:57:18,0.9698
7:57:28,0.9698
7:57:38,0.9699
7:57:48,0.9699
7:57:58,0.9699
7:58:08,0.97
7:58:18,0.97
7:58:28,0.97
7:58:38,0.9701
7:58:48,0.9701
7:58:58,0.9702
7:59:08,0.9702
7:59:18,0.9702
7:59:28,0.969
7:59:38,0.9678
7:59:48,0.9667
7:59:58,0.9655
8:00:08,0.9643
8:00:18,0.9644
8:00:28,0.9644
8:00:38,0.9632
8:00:48,0.962
8:00:58,0.9608
8:01:08,0.9596
8:01:18,0.9598
8:01:28,0.9599
8:01:38,0.9587
8:01:48,0.9575
8:01:58,0.9564
8:02:08,0.9552
8:02:18,0.9553
8:02:28,0.9554
8:02:38,0.9554
8:02:48,0.9554
8:02:58,0.9555
8:03:08,0.9555
8:03:18,0.9555
8:03:28,0.9556
8:03:38,0.9556
8:03:48,0.9556
8:03:58,0.9545
8:04:08,0.9534
8:04:18,0.9535
8:04:28,0.9536
8:04:38,0.9536
8:04:48,0.9537
8:04:58,0.9537
8:05:08,0.9538
8:05:18,0.9538
8:05:28,0.954
8:05:38,0.9529
8:05:48,0.9518
8:05:58,0.9507
8:06:08,0.9496
8:06:18,0.9497
8:06:28,0.9497
8:06:38,0.9498
8:06:48,0.9498
8:06:58,0.9499
8:07:08,0.9499
8:07:18,0.9501
8:07:28,0.9501
8:07:38,0.9502
8:07:48,0.9502
8:07:58,0.9503
8:08:08,0.9503
8:08:18,0.9504
8:08:28,0.9504
8:08:38,0.9505
8:08:48,0.9505
8:08:58,0.9506
8:09:08,0.9506
8:09:18,0.9507
8:09:28,0.9508
8:09:38,0.9509
8:09:48,0.9509
8:09:58,0.951
8:10:08,0.951
8:10:18,0.9511
8:10:28,0.9512
8:10:38,0.9512
8:10:48,0.9513
8:10:58,0.9513
8:11:08,0.9514
8:11:18,0.9515
8:11:28,0.9515
8:11:38,0.9516
8:11:48,0.9517
8:11:58,0.9517
8:12:08,0.9517
8:12:18,0.9518
8:12:28,0.9518
8:12:38,0.9519
8:12:48,0.9519
8:12:58,0.952
8:13:08,0.952
8:13:18,0.9521
8:13:28,0.9521
8:13:38,0.9522
8:13:48,0.9522
8:13:58,0.9523
8:14:08,0.9523
8:14:18,0.9524
8:14:28,0.9524
8:14:38,0.9525
8:14:48,0.9525
8:14:58,0.9525
8:15:08,0.9526
8:15:18,0.9526
8:15:28,0.9528
8:15:38,0.9528
8:15:48,0.9529
8:15:58,0.9529
8:16:08,0.9529
8:16:18,0.953
8:16:28,0.953
8:16:38,0.9531
8:16:48,0.9531
8:16:58,0.9532
8:17:08,0.9532
8:17:18,0.9533
8:17:28,0.9533
8:17:38,0.9535
8:17:48,0.9535
8:17:58,0.9536
8:18:08,0.9536
8:18:18,0.9537
8:18:28,0.9537
8:18:38,0.9538
8:18:48,0.9538
8:18:58,0.9539
8:19:08,0.9539
8:19:18,0.954
8:19:28,0.954
8:19:38,0.954
8:19:48,0.9541
8:19:58,0.9541
8:20:08,0.9542
8:20:18,0.9542
8:20:28,0.9543
8:20:38,0.9543
8:20:48,0.9544
8:20:58,0.9544
8:21:08,0.9545
8:21:18,0.9545
8:21:28,0.9546
8:21:38,0.9546
8:21:48,0.9547
8:21:58,0.95326795
8:22:08,0.9519356
8:22:18,0.9519356
8:22:28,0.95069844
8:22:38,0.94812021
8:22:48,0.94554198
8:22:58,0.9405795
8:23:08,0.935518
8:23:18,0.93064944
8:23:28,0.92711712
8:23:38,0.92453808
8:23:48,0.92205456
8:23:58,0.91957178
8:24:08,0.917088
8:24:18,0.91469996
8:24:28,0.91221592
8:24:38,0.9098271
8:24:48,0.90743835
8:24:58,0.90495405
8:25:08,0.9025642
8:25:18,0.9001752
8:25:28,0.89788015
8:25:38,0.8954909
8:25:48,0.89310165
8:25:58,0.8908056
8:26:08,0.88851168
8:26:18,0.88621489
8:26:28,0.88392073
8:26:38,0.8817188
8:26:48,0.8794244
8:26:58,0.87713
8:27:08,0.8748356
8:27:18,0.87272374
8:27:28,0.87042886
8:27:38,0.8683204
8:27:48,0.86478209
8:27:58,0.86142948
8:28:08,0.85798644
8:28:18,0.85588236
8:28:28,0.85386755
8:28:38,0.85176325
8:28:48,0.84984344
8:28:58,0.84773892
8:29:08,0.84617678
8:29:18,0.84531665
8:29:28,0.84464046
8:29:38,0.84378024
8:29:48,0.84292002
8:29:58,0.84224349
8:30:08,0.84050298
8:30:18,0.8397315
8:30:28,0.8389675
8:30:38,0.83819576
8:30:48,0.83733617
8:30:58,0.83570448
8:31:08,0.8338896
8:31:18,0.83130206
8:31:28,0.82862722
8:31:38,0.82603884
8:31:48,0.82336372
8:31:58,0.8206886
8:32:08,0.8180991
8:32:18,0.81685695
8:32:28,0.8142771
8:32:38,0.81168664
8:32:48,0.81025324
8:32:58,0.80862872
8:33:08,0.80708865
8:33:18,0.80536839
8:33:28,0.80373222
8:33:38,0.80209569
8:33:48,0.80142656
8:33:58,0.80066184
8:34:08,0.7998852
8:34:18,0.7991204
8:34:28,0.79843911
8:34:38,0.79757862
8:34:48,0.79681374
8:34:58,0.79613212
8:35:08,0.79527154
8:35:18,0.79458967
8:35:28,0.79392026
8:35:38,0.79240876
8:35:48,0.79091128
8:35:58,0.789498
8:36:08,0.78890064
8:36:18,0.7883157
8:36:28,0.78678962
8:36:38,0.78534587
8:36:48,0.78381963
8:36:58,0.78305651
8:37:08,0.7824708
8:37:18,0.781803
8:37:28,0.78035839
8:37:38,0.77873642
8:37:48,0.77729132
8:37:58,0.7757646
8:38:08,0.77326929
8:38:18,0.76983381
8:38:28,0.76563489
8:38:38,0.76151576
8:38:48,0.75645744
8:38:58,0.7515733
8:39:08,0.74670535
8:39:18,0.7441107
8:39:28,0.74191512
8:39:38,0.74067414
8:39:48,0.73931968
8:39:58,0.7379831
8:40:08,0.7366282
8:40:18,0.735196
8:40:28,0.73384065
8:40:38,0.7324083
8:40:48,0.73107144
8:40:58,0.7297155
8:41:08,0.7299065
8:41:18,0.72950538
8:41:28,0.72893232
8:41:38,0.72826375
8:41:48,0.72776688
8:41:58,0.72719376
8:42:08,0.72593247
8:42:18,0.72449952
8:42:28,0.7231621
8:42:38,0.72256902
8:42:48,0.72199578
8:42:58,0.72142254
8:43:08,0.7208292
8:43:18,0.7202559
8:43:28,0.71975792
8:43:38,0.72061796
8:43:48,0.72080908
8:43:58,0.72107565
8:44:08,0.72021552
8:44:18,0.71945096
8:44:28,0.71866602
8:44:38,0.71702059
8:44:48,0.71529997
8:44:58,0.71367494
8:45:08,0.7120288
8:45:18,0.9561
8:45:28,0.9681
8:45:38,0.9682
8:45:48,0.9682
8:45:58,0.9682
8:46:08,0.9682
8:46:18,0.9682
8:46:28,0.9682
8:46:38,0.9683
8:46:48,0.9687
8:46:58,0.9666
8:47:08,0.9645
8:47:18,0.9624
8:47:28,0.9603
8:47:38,0.9583
8:47:48,0.9562
8:47:58,0.9563
8:48:08,0.9564
8:48:18,0.9565
8:48:28,0.9566
8:48:38,0.9567
8:48:48,0.9568
8:48:58,0.9569
8:49:08,0.957
8:49:18,0.9571
8:49:28,0.9571
8:49:38,0.9572
8:49:48,0.9572
8:49:58,0.9574
8:50:08,0.9575
8:50:18,0.9554
8:50:28,0.9533
8:50:38,0.9512
8:50:48,0.9491
8:50:58,0.9498
8:51:08,0.9499
8:51:18,0.95
8:51:28,0.9501
8:51:38,0.9502
8:51:48,0.9503
8:51:58,0.9503
8:52:08,0.9504
8:52:18,0.9504
8:52:28,0.9504
8:52:38,0.9505
8:52:48,0.9505
8:52:58,0.9506
8:53:08,0.9507
8:53:18,0.9507
8:53:28,0.9508
8:53:38,0.9508
8:53:48,0.9515
8:53:58,0.9516
8:54:08,0.9517
8:54:18,0.9518
8:54:28,0.9519
8:54:38,0.952
8:54:48,0.9521
8:54:58,0.9522
8:55:08,0.9523
8:55:18,0.9524
8:55:28,0.9525
8:55:38,0.9525
8:55:48,0.9526
8:55:58,0.9527
8:56:08,0.9529
8:56:18,0.953
8:56:28,0.9531
8:56:38,0.9531
8:56:48,0.9532
8:56:58,0.9532
8:57:08,0.9533
8:57:18,0.9533
8:57:28,0.9534
8:57:38,0.9534
8:57:48,0.9538
8:57:58,0.9539
8:58:08,0.954
8:58:18,0.954
8:58:28,0.9541
8:58:38,0.9542
8:58:48,0.9543
8:58:58,0.9544
8:59:08,0.9545
8:59:18,0.9546
8:59:28,0.9546
8:59:38,0.9547
8:59:48,0.9548
8:59:58,0.9548
9:00:08,0.9549
9:00:18,0.9549
9:00:28,0.9549
9:00:38,0.955
9:00:48,0.9553
9:00:58,0.9554
9:01:08,0.9555
9:01:18,0.9556
9:01:28,0.9557
9:01:38,0.9557
9:01:48,0.9558
9:01:58,0.9558
9:02:08,0.9559
9:02:18,0.9559
9:02:28,0.9559
9:02:38,0.956
9:02:48,0.9563
9:02:58,0.9564
9:03:08,0.9565
9:03:18,0.9565
9:03:28,0.9566
9:03:38,0.9567
9:03:48,0.9568
9:03:58,0.9568
9:04:08,0.9569
9:04:18,0.957
9:04:28,0.9571
9:04:38,0.9572
9:04:48,0.9572
9:04:58,0.9573
9:05:08,0.9574
9:05:18,0.9575
9:05:28,0.9575
9:05:38,0.9576
9:05:48,0.9577
9:05:58,0.9578
9:06:08,0.9578
9:06:18,0.9579
9:06:28,0.958
9:06:38,0.9581
9:06:48,0.9581
9:06:58,0.9581
9:07:08,0.9582
9:07:18,0.9582
9:07:28,0.9582
9:07:38,0.9583
9:07:48,0.9586
9:07:58,0.9586
9:08:08,0.9587
9:08:18,0.9588
9:08:28,0.9588
9:08:38,0.9589
9:08:48,0.959
9:08:58,0.9591
9:09:08,0.9591
9:09:18,0.9592
9:09:28,0.9593
9:09:38,0.9593
9:09:48,0.9594
9:09:58,0.9595
9:10:08,0.9595
9:10:18,0.9596
9:10:28,0.9597
9:10:38,0.9597
9:10:48,0.9598
9:10:58,0.9599
9:11:08,0.9599
9:11:18,0.96
9:11:28,0.9601
9:11:38,0.9601
9:11:48,0.9602
9:11:58,0.9602
9:12:08,0.9602
9:12:18,0.9603
9:12:28,0.9603
9:12:38,0.9603
9:12:48,0.9606
9:12:58,0.9607
9:13:08,0.9607
9:13:18,0.9608
9:13:28,0.9609
9:13:38,0.9609
9:13:48,0.961
9:13:58,0.9611
9:14:08,0.9611
9:14:18,0.9612
9:14:28,0.9612
9:14:38,0.9597
9:14:48,0.958
9:14:58,0.9582
9:15:08,0.9583
9:15:18,0.9583
9:15:28,0.9583
9:15:38,0.9584
9:15:48,0.9586
9:15:58,0.9587
9:16:08,0.9587
9:16:18,0.9588
9:16:28,0.9588
9:16:38,0.9589
9:16:48,0.9589
9:16:58,0.959
9:17:08,0.959
9:17:18,0.959
9:17:28,0.959
9:17:38,0.959
9:17:48,0.9592
9:17:58,0.9592
9:18:08,0.9592
9:18:18,0.9592
9:18:28,0.9593
9:18:38,0.9593
9:18:48,0.9593
9:18:58,0.9594
9:19:08,0.9594
9:19:18,0.9594
9:19:28,0.9595
9:19:38,0.9595
9:19:48,0.9595
9:19:58,0.9595
9:20:08,0.9595
9:20:18,0.9595
9:20:28,0.9595
9:20:38,0.9595
9:20:48,0.9595
9:20:58,0.9595
9:21:08,0.9595
9:21:18,0.958
9:21:28,0.9564
9:21:38,0.9549
9:21:48,0.9537
9:21:58,0.9537
9:22:08,0.9538
9:22:18,0.9538
9:22:28,0.9538
9:22:38,0.9539
9:22:48,0.9539
9:22:58,0.9539
9:23:08,0.9539
9:23:18,0.954
9:23:28,0.954
9:23:38,0.954
9:23:48,0.954
9:23:58,0.9541
9:24:08,0.9541
9:24:18,0.9541
9:24:28,0.9541
9:24:38,0.9542
9:24:48,0.9527
9:24:58,0.9528
9:25:08,0.9528
9:25:18,0.9528
9:25:28,0.9528
9:25:38,0.9529
9:25:48,0.9529
9:25:58,0.9529
9:26:08,0.9529
9:26:18,0.953
9:26:28,0.953
9:26:38,0.953
9:26:48,0.953
9:26:58,0.9531
9:27:08,0.9531
9:27:18,0.9531
9:27:28,0.9531
9:27:38,0.9532
9:27:48,0.9532
9:27:58,0.9532
9:28:08,0.9532
9:28:18,0.9533
9:28:28,0.9533
9:28:38,0.9533
9:28:48,0.9533
9:28:58,0.9534
9:29:08,0.9534
9:29:18,0.9534
9:29:28,0.9534
9:29:38,0.952
9:29:48,0.9505
9:29:58,0.9506
9:30:08,0.9507
9:30:18,0.9508
9:30:28,0.9508
9:30:38,0.9509
9:30:48,0.951
9:30:58,0.951
9:31:08,0.9511
9:31:18,0.9511
9:31:28,0.9512
9:31:38,0.9512
9:31:48,0.9514
9:31:58,0.9515
9:32:08,0.9516
9:32:18,0.9516
9:32:28,0.9517
9:32:38,0.9518
9:32:48,0.9518
9:32:58,0.9519
9:33:08,0.952
9:33:18,0.952
9:33:28,0.9521
9:33:38,0.9521
9:33:48,0.9522
9:33:58,0.9523
9:34:08,0.9524
9:34:18,0.9525
9:34:28,0.9525
9:34:38,0.9526
